"x"
"MG1655-lcl-NC-000913.3-cds-NP-416406.4-1892"
"MG1655-lcl-NC-000913.3-cds-NP-418319.2-3815"
"MG1655-lcl-NC-000913.3-cds-NP-416774.2-2253"
"MG1655-lcl-NC-000913.3-cds-NP-417687.1-3166"
"MG1655-lcl-NC-000913.3-cds-NP-417688.1-3167"
"MG1655-lcl-NC-000913.3-cds-NP-415224.1-677"
"MG1655-lcl-NC-000913.3-cds-NP-415640.2-1097"
"MG1655-lcl-NC-000913.3-cds-NP-414885.1-346"
"MG1655-lcl-NC-000913.3-cds-NP-415087.1-545"
"MG1655-lcl-NC-000913.3-cds-NP-416729.1-2207"
"MG1655-lcl-NC-000913.3-cds-NP-417958.1-3440"
"MG1655-lcl-NC-000913.3-cds-NP-418172.1-3666"
"MG1655-lcl-NC-000913.3-cds-NP-415682.1-1139"
"MG1655-lcl-NC-000913.3-cds-NP-416416.2-1902"
"MG1655-lcl-NC-000913.3-cds-NP-417043.1-2529"
"MG1655-lcl-NC-000913.3-cds-NP-415299.1-753"
"MG1655-lcl-NC-000913.3-cds-NP-417803.1-3280"
"MG1655-lcl-NC-000913.3-cds-NP-414985.1-444"
"MG1655-lcl-NC-000913.3-cds-NP-416287.1-1766"
"MG1655-lcl-NC-000913.3-cds-NP-417096.1-2586"
"MG1655-lcl-NC-000913.3-cds-NP-416428.1-1916"
"MG1655-lcl-NC-000913.3-cds-NP-414650.1-108"
"MG1655-lcl-NC-000913.3-cds-NP-414785.4-246"
"MG1655-lcl-NC-000913.3-cds-NP-414876.1-337"
"MG1655-lcl-NC-000913.3-cds-NP-414892.1-353"
"MG1655-lcl-NC-000913.3-cds-NP-414898.4-359"
"MG1655-lcl-NC-000913.3-cds-NP-415853.1-1324"
"MG1655-lcl-NC-000913.3-cds-NP-416457.4-1941"
"MG1655-lcl-NC-000913.3-cds-NP-414839.1-300"
"MG1655-lcl-NC-000913.3-cds-NP-415102.1-561"
"MG1655-lcl-NC-000913.3-cds-NP-418061.1-3547"
"MG1655-lcl-NC-000913.3-cds-NP-418418.2-3912"
"MG1655-lcl-NC-000913.3-cds-NP-418720.1-4211"
"MG1655-lcl-NC-000913.3-cds-NP-415115.2-575"
"MG1655-lcl-NC-000913.3-cds-NP-417945.1-3426"
"MG1655-lcl-NC-000913.3-cds-NP-416968.2-2452"
"MG1655-lcl-NC-000913.3-cds-NP-415598.3-1054"
"MG1655-lcl-NC-000913.3-cds-NP-417236.1-2717"
"MG1655-lcl-NC-000913.3-cds-NP-416052.1-1522"
"MG1655-lcl-NC-000913.3-cds-NP-414888.4-349"
"MG1655-lcl-NC-000913.3-cds-NP-415851.1-1322"
"MG1655-lcl-NC-000913.3-cds-NP-417022.1-2507"
"MG1655-lcl-NC-000913.3-cds-NP-414976.1-435"
"MG1655-lcl-NC-000913.3-cds-NP-417419.1-2896"
"MG1655-lcl-NC-000913.3-cds-NP-415597.1-1053"
"MG1655-lcl-NC-000913.3-cds-NP-416329.4-1810"
"MG1655-lcl-NC-000913.3-cds-NP-418251.1-3744"
"MG1655-lcl-NC-000913.3-cds-NP-415212.1-668"
"MG1655-lcl-NC-000913.3-cds-NP-416809.1-2288"
"MG1655-lcl-NC-000913.3-cds-NP-418385.1-3880"
"MG1655-lcl-NC-000913.3-cds-NP-414559.1-17"
"MG1655-lcl-NC-000913.3-cds-NP-416078.4-1554"
"MG1655-lcl-NC-000913.3-cds-NP-415568.1-1025"
"MG1655-lcl-NC-000913.3-cds-NP-415684.1-1141"
"MG1655-lcl-NC-000913.3-cds-NP-415911.1-1382"
"MG1655-lcl-NC-000913.3-cds-NP-416037.2-1505"
"MG1655-lcl-NC-000913.3-cds-YP-026212.2-3305"
"MG1655-lcl-NC-000913.3-cds-NP-415814.4-1284"
"MG1655-lcl-NC-000913.3-cds-NP-418486.1-3981"
"MG1655-lcl-NC-000913.3-cds-NP-416357.1-1840"
"MG1655-lcl-NC-000913.3-cds-NP-415574.1-1030"
"MG1655-lcl-NC-000913.3-cds-NP-415979.2-1449"
"MG1655-lcl-NC-000913.3-cds-NP-417431.1-2908"
"MG1655-lcl-NC-000913.3-cds-NP-417837.2-3315"
"MG1655-lcl-NC-000913.3-cds-YP-009518733.1-12"
"MG1655-lcl-NC-000913.3-cds-NP-414584.1-42"
"MG1655-lcl-NC-000913.3-cds-NP-414884.2-345"
"MG1655-lcl-NC-000913.3-cds-NP-415075.1-530"
"MG1655-lcl-NC-000913.3-cds-NP-415712.1-1171"
"MG1655-lcl-NC-000913.3-cds-NP-416244.2-1723"
"MG1655-lcl-NC-000913.3-cds-NP-416461.1-1945"
"MG1655-lcl-NC-000913.3-cds-NP-417125.1-2616"
"MG1655-lcl-NC-000913.3-cds-NP-417220.1-2701"
"MG1655-lcl-NC-000913.3-cds-NP-417324.1-2806"
"MG1655-lcl-NC-000913.3-cds-NP-417577.1-3057"
"MG1655-lcl-NC-000913.3-cds-NP-417790.1-3267"
"MG1655-lcl-NC-000913.3-cds-NP-417911.4-3391"
"MG1655-lcl-NC-000913.3-cds-NP-418529.1-4025"
"MG1655-lcl-NC-000913.3-cds-NP-418582.1-4081"
"MG1655-lcl-NC-000913.3-cds-NP-417124.4-2615"
"MG1655-lcl-NC-000913.3-cds-NP-416148.1-1625"
"MG1655-lcl-NC-000913.3-cds-NP-414783.1-244"
"MG1655-lcl-NC-000913.3-cds-NP-416417.1-1904"
"MG1655-lcl-NC-000913.3-cds-NP-418685.1-4182"
"MG1655-lcl-NC-000913.3-cds-NP-415096.1-555"
"MG1655-lcl-NC-000913.3-cds-NP-415591.1-1047"
"MG1655-lcl-NC-000913.3-cds-YP-588477.1-4220"
"MG1655-lcl-NC-000913.3-cds-YP-009518775.1-1331"
"MG1655-lcl-NC-000913.3-cds-NP-414555.1-14"
"MG1655-lcl-NC-000913.3-cds-NP-416097.1-1571"
"MG1655-lcl-NC-000913.3-cds-YP-009518816.1-2952"
"MG1655-lcl-NC-000913.3-cds-NP-415829.1-1299"
"MG1655-lcl-NC-000913.3-cds-NP-415044.4-501"
"MG1655-lcl-NC-000913.3-cds-NP-416633.1-2112"
"MG1655-lcl-NC-000913.3-cds-NP-418551.1-4048"
"MG1655-lcl-NC-000913.3-cds-NP-418130.1-3623"
"MG1655-lcl-NC-000913.3-cds-NP-414806.1-265"
"MG1655-lcl-NC-000913.3-cds-NP-414865.1-327"
"MG1655-lcl-NC-000913.3-cds-NP-417203.1-2684"
"MG1655-lcl-NC-000913.3-cds-NP-417964.1-3446"
"MG1655-lcl-NC-000913.3-cds-NP-418326.2-3822"
"MG1655-lcl-NC-000913.3-cds-NP-414796.2-256"
"MG1655-lcl-NC-000913.3-cds-YP-009518752.1-478"
"MG1655-lcl-NC-000913.3-cds-NP-416327.1-1808"
"MG1655-lcl-NC-000913.3-cds-NP-415147.1-608"
"MG1655-lcl-NC-000913.3-cds-NP-415674.1-1130"
"MG1655-lcl-NC-000913.3-cds-NP-415912.1-1383"
"MG1655-lcl-NC-000913.3-cds-NP-415927.1-1398"
"MG1655-lcl-NC-000913.3-cds-NP-415974.1-1445"
"MG1655-lcl-NC-000913.3-cds-NP-416001.1-1470"
"MG1655-lcl-NC-000913.3-cds-YP-009518785.1-1493"
"MG1655-lcl-NC-000913.3-cds-NP-416165.2-1642"
"MG1655-lcl-NC-000913.3-cds-NP-416775.1-2254"
"MG1655-lcl-NC-000913.3-cds-NP-416957.4-2439"
"MG1655-lcl-NC-000913.3-cds-NP-417132.1-2622"
"MG1655-lcl-NC-000913.3-cds-NP-417578.2-3058"
"MG1655-lcl-NC-000913.3-cds-NP-417736.2-3213"
"MG1655-lcl-NC-000913.3-cds-NP-418490.1-3985"
"MG1655-lcl-NC-000913.3-cds-NP-418517.1-4014"
"MG1655-lcl-NC-000913.3-cds-NP-415060.1-517"
"MG1655-lcl-NC-000913.3-cds-NP-415122.1-583"
"MG1655-lcl-NC-000913.3-cds-NP-415699.5-1157"
"MG1655-lcl-NC-000913.3-cds-NP-416985.4-2469"
"MG1655-lcl-NC-000913.3-cds-YP-009518819.1-3362"
"MG1655-lcl-NC-000913.3-cds-NP-417898.1-3377"
"MG1655-lcl-NC-000913.3-cds-NP-416830.1-2309"
"MG1655-lcl-NC-000913.3-cds-NP-417465.1-2944"
"MG1655-lcl-NC-000913.3-cds-NP-417068.1-2555"
"MG1655-lcl-NC-000913.3-cds-NP-417240.1-2721"
"MG1655-lcl-NC-000913.3-cds-NP-416409.1-1895"
"MG1655-lcl-NC-000913.3-cds-NP-416204.2-1683"
"MG1655-lcl-NC-000913.3-cds-NP-416942.1-2424"
"MG1655-lcl-NC-000913.3-cds-NP-417497.1-2974"
"MG1655-lcl-NC-000913.3-cds-NP-416987.1-2471"
"MG1655-lcl-NC-000913.3-cds-YP-588468.1-3286"
"MG1655-lcl-NC-000913.3-cds-NP-415758.1-1219"
"MG1655-lcl-NC-000913.3-cds-NP-415454.4-911"
"MG1655-lcl-NC-000913.3-cds-NP-418638.2-4137"
"MG1655-lcl-NC-000913.3-cds-NP-417287.1-2768"
"MG1655-lcl-NC-000913.3-cds-NP-415457.1-914"
"MG1655-lcl-NC-000913.3-cds-NP-416303.1-1782"
"MG1655-lcl-NC-000913.3-cds-NP-416702.1-2179"
"MG1655-lcl-NC-000913.3-cds-NP-417323.2-2805"
"MG1655-lcl-NC-000913.3-cds-NP-417029.4-2514"
"MG1655-lcl-NC-000913.3-cds-NP-418166.1-3660"
"MG1655-lcl-NC-000913.3-cds-NP-418507.2-4004"
"MG1655-lcl-NC-000913.3-cds-YP-026233.1-3531"
"MG1655-lcl-NC-000913.3-cds-NP-416257.1-1736"
"MG1655-lcl-NC-000913.3-cds-NP-414939.1-398"
"MG1655-lcl-NC-000913.3-cds-NP-416692.1-2170"
"MG1655-lcl-NC-000913.3-cds-NP-414827.1-289"
"MG1655-lcl-NC-000913.3-cds-YP-009518776.1-1351"
"MG1655-lcl-NC-000913.3-cds-NP-416213.1-1692"
"MG1655-lcl-NC-000913.3-cds-NP-416650.1-2127"
"MG1655-lcl-NC-000913.3-cds-b4623-4195"
"MG1655-lcl-NC-000913.3-cds-NP-417539.1-3018"
"MG1655-lcl-NC-000913.3-cds-NP-415812.4-1281"
"MG1655-lcl-NC-000913.3-cds-NP-415730.1-1189"
"MG1655-lcl-NC-000913.3-cds-NP-416656.1-2133"
"MG1655-lcl-NC-000913.3-cds-NP-417152.1-2634"
"MG1655-lcl-NC-000913.3-cds-NP-416804.1-2283"
"MG1655-lcl-NC-000913.3-cds-NP-418332.1-3828"
"MG1655-lcl-NC-000913.3-cds-NP-416336.1-1818"
"MG1655-lcl-NC-000913.3-cds-NP-415332.1-787"
"MG1655-lcl-NC-000913.3-cds-NP-415436.1-893"
"MG1655-lcl-NC-000913.3-cds-NP-415881.1-1353"
"MG1655-lcl-NC-000913.3-cds-YP-588479.2-4290"
"MG1655-lcl-NC-000913.3-cds-NP-414873.1-334"
"MG1655-lcl-NC-000913.3-cds-NP-415852.2-1323"
"MG1655-lcl-NC-000913.3-cds-NP-415843.2-1314"
"MG1655-lcl-NC-000913.3-cds-NP-415024.4-485"
"MG1655-lcl-NC-000913.3-cds-NP-415779.1-1242"
"MG1655-lcl-NC-000913.3-cds-NP-415958.1-1429"
"MG1655-lcl-NC-000913.3-cds-YP-009518741.1-252"
"MG1655-lcl-NC-000913.3-cds-NP-418552.1-4049"
"MG1655-lcl-NC-000913.3-cds-NP-415732.1-1191"
"MG1655-lcl-NC-000913.3-cds-NP-415507.2-964"
"MG1655-lcl-NC-000913.3-cds-NP-417905.1-3385"
"MG1655-lcl-NC-000913.3-cds-NP-417530.2-3009"
"MG1655-lcl-NC-000913.3-cds-NP-415505.1-962"
"MG1655-lcl-NC-000913.3-cds-NP-416091.1-1567"
"MG1655-lcl-NC-000913.3-cds-NP-417548.1-3027"
"MG1655-lcl-NC-000913.3-cds-NP-418738.1-4231"
"MG1655-lcl-NC-000913.3-cds-NP-416996.1-2480"
"MG1655-lcl-NC-000913.3-cds-NP-415513.2-973"
"MG1655-lcl-NC-000913.3-cds-NP-418744.1-4237"
"MG1655-lcl-NC-000913.3-cds-NP-414759.1-221"
"MG1655-lcl-NC-000913.3-cds-NP-415861.1-1334"
"MG1655-lcl-NC-000913.3-cds-NP-417120.2-2610"
"MG1655-lcl-NC-000913.3-cds-NP-416291.4-1770"
"MG1655-lcl-NC-000913.3-cds-NP-417042.1-2528"
"MG1655-lcl-NC-000913.3-cds-NP-415630.1-1086"
"MG1655-lcl-NC-000913.3-cds-YP-026264.1-3761"
"MG1655-lcl-NC-000913.3-cds-NP-414620.1-80"
"MG1655-lcl-NC-000913.3-cds-NP-414897.1-357"
"MG1655-lcl-NC-000913.3-cds-NP-414899.2-360"
"MG1655-lcl-NC-000913.3-cds-NP-415379.1-835"
"MG1655-lcl-NC-000913.3-cds-NP-415484.1-941"
"MG1655-lcl-NC-000913.3-cds-NP-415502.4-959"
"MG1655-lcl-NC-000913.3-cds-NP-415540.1-1000"
"MG1655-lcl-NC-000913.3-cds-NP-415588.1-1044"
"MG1655-lcl-NC-000913.3-cds-YP-588447.1-1144"
"MG1655-lcl-NC-000913.3-cds-NP-415833.1-1303"
"MG1655-lcl-NC-000913.3-cds-NP-415908.1-1379"
"MG1655-lcl-NC-000913.3-cds-NP-415963.1-1435"
"MG1655-lcl-NC-000913.3-cds-NP-415971.1-1443"
"MG1655-lcl-NC-000913.3-cds-NP-416398.1-1883"
"MG1655-lcl-NC-000913.3-cds-NP-416405.1-1891"
"MG1655-lcl-NC-000913.3-cds-NP-416452.1-1936"
"MG1655-lcl-NC-000913.3-cds-YP-009518799.1-2098"
"MG1655-lcl-NC-000913.3-cds-NP-416727.1-2205"
"MG1655-lcl-NC-000913.3-cds-NP-417301.4-2782"
"MG1655-lcl-NC-000913.3-cds-NP-417459.1-2938"
"MG1655-lcl-NC-000913.3-cds-NP-418126.1-3617"
"MG1655-lcl-NC-000913.3-cds-YP-009518825.1-3631"
"MG1655-lcl-NC-000913.3-cds-YP-001165332.1-3948"
"MG1655-lcl-NC-000913.3-cds-YP-026284.1-4070"
"MG1655-lcl-NC-000913.3-cds-NP-418749.1-4245"
"MG1655-lcl-NC-000913.3-cds-NP-416190.1-1668"
"MG1655-lcl-NC-000913.3-cds-NP-416403.1-1889"
"MG1655-lcl-NC-000913.3-cds-NP-417365.1-2841"
"MG1655-lcl-NC-000913.3-cds-NP-417061.1-2548"
"MG1655-lcl-NC-000913.3-cds-NP-417154.1-2636"
"MG1655-lcl-NC-000913.3-cds-NP-417356.1-2831"
"MG1655-lcl-NC-000913.3-cds-NP-418041.1-3526"
"MG1655-lcl-NC-000913.3-cds-NP-416939.1-2421"
"MG1655-lcl-NC-000913.3-cds-NP-416988.1-2472"
"MG1655-lcl-NC-000913.3-cds-NP-414923.1-383"
"MG1655-lcl-NC-000913.3-cds-NP-416978.4-2462"
"MG1655-lcl-NC-000913.3-cds-NP-418716.1-4207"
"MG1655-lcl-NC-000913.3-cds-NP-416340.1-1822"
"MG1655-lcl-NC-000913.3-cds-NP-418271.1-3765"
"MG1655-lcl-NC-000913.3-cds-NP-417155.1-2637"
"MG1655-lcl-NC-000913.3-cds-NP-414819.1-281"
"MG1655-lcl-NC-000913.3-cds-NP-416813.1-2292"
"MG1655-lcl-NC-000913.3-cds-NP-417049.1-2535"
"MG1655-lcl-NC-000913.3-cds-NP-415479.1-936"
"MG1655-lcl-NC-000913.3-cds-NP-415977.1-1447"
"MG1655-lcl-NC-000913.3-cds-NP-418802.1-4299"
"MG1655-lcl-NC-000913.3-cds-NP-417690.1-3169"
"MG1655-lcl-NC-000913.3-cds-NP-415328.4-783"
"MG1655-lcl-NC-000913.3-cds-NP-415069.1-526"
"MG1655-lcl-NC-000913.3-cds-NP-416401.1-1886"
"MG1655-lcl-NC-000913.3-cds-NP-415001.1-460"
"MG1655-lcl-NC-000913.3-cds-YP-010051187.1-1593"
"MG1655-lcl-NC-000913.3-cds-NP-418629.1-4128"
"MG1655-lcl-NC-000913.3-cds-NP-416209.1-1688"
"MG1655-lcl-NC-000913.3-cds-NP-417057.1-2543"
"MG1655-lcl-NC-000913.3-cds-NP-417978.2-3460"
"MG1655-lcl-NC-000913.3-cds-NP-414760.1-222"
"MG1655-lcl-NC-000913.3-cds-NP-414762.1-224"
"MG1655-lcl-NC-000913.3-cds-NP-415006.1-466"
"MG1655-lcl-NC-000913.3-cds-NP-416112.1-1586"
"MG1655-lcl-NC-000913.3-cds-NP-415478.1-935"
"MG1655-lcl-NC-000913.3-cds-NP-415850.1-1321"
"MG1655-lcl-NC-000913.3-cds-NP-417157.1-2639"
"MG1655-lcl-NC-000913.3-cds-NP-418712.1-4202"
"MG1655-lcl-NC-000913.3-cds-NP-416932.1-2414"
"MG1655-lcl-NC-000913.3-cds-NP-415211.2-667"
"MG1655-lcl-NC-000913.3-cds-NP-418128.1-3619"
"MG1655-lcl-NC-000913.3-cds-NP-417487.1-2964"
"MG1655-lcl-NC-000913.3-cds-NP-415345.2-801"
"MG1655-lcl-NC-000913.3-cds-YP-026209.1-3212"
"MG1655-lcl-NC-000913.3-cds-NP-415187.1-646"
"MG1655-lcl-NC-000913.3-cds-NP-418727.1-4219"
"MG1655-lcl-NC-000913.3-cds-NP-414818.1-280"
"MG1655-lcl-NC-000913.3-cds-NP-417538.1-3017"
"MG1655-lcl-NC-000913.3-cds-NP-418819.1-4316"
"MG1655-lcl-NC-000913.3-cds-NP-416969.1-2453"
"MG1655-lcl-NC-000913.3-cds-NP-414963.1-422"
"MG1655-lcl-NC-000913.3-cds-NP-417436.1-2913"
"MG1655-lcl-NC-000913.3-cds-YP-009518746.1-278"
"MG1655-lcl-NC-000913.3-cds-NP-415616.1-1072"
"MG1655-lcl-NC-000913.3-cds-NP-416714.1-2192"
"MG1655-lcl-NC-000913.3-cds-NP-415844.1-1315"
"MG1655-lcl-NC-000913.3-cds-NP-416689.1-2167"
"MG1655-lcl-NC-000913.3-cds-NP-415644.1-1101"
"MG1655-lcl-NC-000913.3-cds-NP-415784.1-1247"
"MG1655-lcl-NC-000913.3-cds-NP-416898.3-2379"
"MG1655-lcl-NC-000913.3-cds-NP-415652.1-1109"
"MG1655-lcl-NC-000913.3-cds-NP-417802.1-3279"
"MG1655-lcl-NC-000913.3-cds-YP-588456.1-1823"
"MG1655-lcl-NC-000913.3-cds-NP-416571.1-2052"
"MG1655-lcl-NC-000913.3-cds-NP-417376.1-2852"
"MG1655-lcl-NC-000913.3-cds-NP-416735.1-2212"
"MG1655-lcl-NC-000913.3-cds-NP-415855.1-1326"
"MG1655-lcl-NC-000913.3-cds-NP-415002.1-461"
"MG1655-lcl-NC-000913.3-cds-NP-416128.1-1604"
"MG1655-lcl-NC-000913.3-cds-NP-418565.1-4062"
"MG1655-lcl-NC-000913.3-cds-NP-416371.4-1854"
"MG1655-lcl-NC-000913.3-cds-NP-418791.1-4287"
"MG1655-lcl-NC-000913.3-cds-NP-417784.4-3261"
"MG1655-lcl-NC-000913.3-cds-NP-416831.1-2310"
"MG1655-lcl-NC-000913.3-cds-NP-415897.1-1368"
"MG1655-lcl-NC-000913.3-cds-NP-415311.1-765"
"MG1655-lcl-NC-000913.3-cds-NP-415788.1-1251"
"MG1655-lcl-NC-000913.3-cds-NP-417528.1-3007"
"MG1655-lcl-NC-000913.3-cds-NP-418444.1-3938"
"MG1655-lcl-NC-000913.3-cds-NP-416422.1-1909"
"MG1655-lcl-NC-000913.3-cds-NP-415164.1-623"
"MG1655-lcl-NC-000913.3-cds-NP-418473.3-3967"
"MG1655-lcl-NC-000913.3-cds-NP-415997.1-1466"
"MG1655-lcl-NC-000913.3-cds-NP-414550.1-9"
"MG1655-lcl-NC-000913.3-cds-NP-417506.1-2983"
"MG1655-lcl-NC-000913.3-cds-NP-418129.2-3622"
"MG1655-lcl-NC-000913.3-cds-NP-414798.1-257"
"MG1655-lcl-NC-000913.3-cds-NP-416381.2-1865"
"MG1655-lcl-NC-000913.3-cds-NP-416047.4-1515"
"MG1655-lcl-NC-000913.3-cds-NP-416519.4-1999"
"MG1655-lcl-NC-000913.3-cds-NP-415190.1-649"
"MG1655-lcl-NC-000913.3-cds-NP-414695.1-154"
"MG1655-lcl-NC-000913.3-cds-NP-414936.1-395"
"MG1655-lcl-NC-000913.3-cds-NP-418426.2-3920"
"MG1655-lcl-NC-000913.3-cds-NP-415824.1-1294"
"MG1655-lcl-NC-000913.3-cds-NP-416734.1-2211"
"MG1655-lcl-NC-000913.3-cds-NP-415650.1-1107"
"MG1655-lcl-NC-000913.3-cds-NP-417841.2-3319"
"MG1655-lcl-NC-000913.3-cds-NP-415777.1-1240"
"MG1655-lcl-NC-000913.3-cds-NP-415535.1-996"
"MG1655-lcl-NC-000913.3-cds-NP-416608.1-2088"
"MG1655-lcl-NC-000913.3-cds-NP-416466.1-1950"
"MG1655-lcl-NC-000913.3-cds-NP-415874.1-1346"
"MG1655-lcl-NC-000913.3-cds-NP-417109.1-2599"
"MG1655-lcl-NC-000913.3-cds-NP-417941.1-3421"
"MG1655-lcl-NC-000913.3-cds-NP-415286.1-740"
"MG1655-lcl-NC-000913.3-cds-NP-414914.2-374"
"MG1655-lcl-NC-000913.3-cds-NP-415222.1-675"
"MG1655-lcl-NC-000913.3-cds-NP-416031.1-1499"
"MG1655-lcl-NC-000913.3-cds-NP-415544.1-1004"
"MG1655-lcl-NC-000913.3-cds-NP-417117.1-2607"
"MG1655-lcl-NC-000913.3-cds-NP-417949.1-3428"
"MG1655-lcl-NC-000913.3-cds-NP-416812.1-2291"
"MG1655-lcl-NC-000913.3-cds-NP-414681.1-139"
"MG1655-lcl-NC-000913.3-cds-NP-418810.1-4307"
