"","SRR25445875","SRR25445876","SRR25445877","SRR25445878","SRR25445879","SRR25445880"
"MG1655-lcl-NC-000913.3-cds-NP-414581.1-39",0,0.4984802160794,0.150643031048579,0.0353305631833968,0.00215765850980184,0.685214628676262
"MG1655-lcl-NC-000913.3-cds-NP-414582.1-40",0.132392981761919,0.279984071370135,0.0134575050787267,0,0.00215765850980184,0
"MG1655-lcl-NC-000913.3-cds-NP-414583.2-41",0.132392981761919,0.195078033017571,0.0398410924268057,0,0.00107941119106865,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414584.1-42",0,0,0,0.0178213045639973,0.00431067155089549,0
"MG1655-lcl-NC-000913.3-cds-NP-414585.1-43",0,0,0.0398410924268057,0.0353305631833968,0.00323474446338114,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414586.1-44",0,0,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414587.1-45",0,0,0,0,0,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414588.1-46",0,0.279984071370135,0.0655464421059182,0.0353305631833968,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414589.1-47",0.35394057747873,0.730938566397735,0.150643031048579,0.134398377659365,0.00431067155089549,0.587929878232074
"MG1655-lcl-NC-000913.3-cds-NP-414590.1-48",0.249289689891916,0,0.0655464421059182,0.0353305631833968,0.766561922786313,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414591.1-49",0.132392981761919,0.781493182653503,0.86221249034226,0.723134067132942,0.438072287273337,0
"MG1655-lcl-NC-000913.3-cds-NP-414592.1-50",0.44866977770626,0.279984071370135,0.207277470358314,0.333312345485944,0.30403612383,0.983788362525652
"MG1655-lcl-NC-000913.3-cds-NP-414593.1-51",0.35394057747873,0.875526177257417,0.74714950899568,0.488173063850524,1.54849384083382,0.961206191623946
"MG1655-lcl-NC-000913.3-cds-NP-414594.1-52",1.18323203627953,0.195078033017571,0.901475204453449,0.488173063850524,1.09613885405366,0.792425660822988
"MG1655-lcl-NC-000913.3-cds-NP-414595.1-53",1.60212958760756,1.53942287966456,1.65386065621086,1.1326217008571,1.98233093247651,1.70571707468729
"MG1655-lcl-NC-000913.3-cds-NP-414596.1-54",1.83059599954588,1.76586560696382,2.17211402274572,2.0064966472937,2.00759692699862,2.1067442640137
"MG1655-lcl-NC-000913.3-cds-NP-414597.1-55",0.132392981761919,0.102288422666795,0.0527763606177154,1.32683145494814,0.00107941119106865,0.00476628173351919
"MG1655-lcl-NC-000913.3-cds-YP-009518734.1-56",0.757273774929704,0.195078033017571,0.65299975604555,0.149995886997289,0.00107941119106865,0.807453609036909
"MG1655-lcl-NC-000913.3-cds-YP-009518735.1-57",0,0,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414600.1-58",0.132392981761919,0.102288422666795,0.0906075525925836,0.134398377659365,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414601.1-59",1.30551263066631,1.18226728202756,0.492729583024301,0.838379681866428,1.81951261579134,1.76632599642566
"MG1655-lcl-NC-000913.3-cds-NP-414602.1-60",0.35394057747873,0.621448848126377,0.360154496419942,0.696610619823966,1.07498509026572,1.34617701948622
"MG1655-lcl-NC-000913.3-cds-NP-414603.1-61",0.132392981761919,0.102288422666795,0,0.0694553570440197,0.00107941119106865,0
"MG1655-lcl-NC-000913.3-cds-NP-414604.1-62",0.35394057747873,0.677691459160055,0.660026742472786,0.358754446613533,0.00431067155089549,0.0375089298271517
"MG1655-lcl-NC-000913.3-cds-NP-414605.1-63",0.44866977770626,0.195078033017571,0.196204275997599,0.224530366800932,1.02781420656119,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414606.1-64",0.44866977770626,0.677691459160055,0.350658569539694,0.552287927071344,0.00107941119106865,0.225712968869503
"MG1655-lcl-NC-000913.3-cds-NP-414607.1-65",0,0,0,0,0.369573647882167,1.44325931084399
"MG1655-lcl-NC-000913.3-cds-NP-414608.1-66",0.132392981761919,0,0.0267363079393733,0.0178213045639973,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414609.1-67",0.35394057747873,0.430817380430484,0.0655464421059182,0.0178213045639973,0.00215765850980184,0.00714093054072899
"MG1655-lcl-NC-000913.3-cds-NP-414610.1-68",0.132392981761919,0.102288422666795,0.138920817947536,0.10245397422213,0.416231683477115,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414611.1-69",0.614829388018621,0.4984802160794,0.173683109463348,0.238793075043825,0.45260108037797,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-YP-002791237.1-70",0,0.279984071370135,0.207277470358314,0.118553726131508,0.011809921153682,0
"MG1655-lcl-NC-000913.3-cds-YP-025293.1-71",0.132392981761919,0.195078033017571,0.0527763606177154,0.165353845649827,0.00107941119106865,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414613.1-72",0,0,0.0398410924268057,0.134398377659365,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414614.1-73",0.249289689891916,0.195078033017571,0.31174659873948,0.134398377659365,0.37031967656382,0.855298921399303
"MG1655-lcl-NC-000913.3-cds-NP-414615.4-74",0.132392981761919,0,0,0.0353305631833968,0.00107941119106865,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414616.1-75",0.249289689891916,0.56185350295817,0.0267363079393733,0.0353305631833968,0.727159171719792,0.00714093054072899
"MG1655-lcl-NC-000913.3-cds-NP-414617.1-76",0,0,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414618.4-77",0.132392981761919,0,0,0.0525385157459276,0.00107941119106865,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-YP-009518736.1-78",0,0,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-YP-025294.2-79",0.535196747074363,0.4984802160794,0.476035972570505,0.210061286741596,0.00107941119106865,0.00714093054072899
"MG1655-lcl-NC-000913.3-cds-NP-414620.1-80",0,0.279984071370135,0,0,0.00107941119106865,0
"MG1655-lcl-NC-000913.3-cds-NP-414622.1-81",0.35394057747873,0.829614548493297,0.821344992793466,0.740433426620447,1.62726548184792,1.62908974639537
"MG1655-lcl-NC-000913.3-cds-NP-414623.1-82",0.614829388018621,0.358241870071422,0.196204275997599,0.224530366800932,0.0139422747538792,0.935293573216784
"MG1655-lcl-NC-000913.3-cds-NP-414624.1-83",0.614829388018621,0.4984802160794,0.301777330934454,0.224530366800932,1.26386279731934,0.97481659543127
"MG1655-lcl-NC-000913.3-cds-NP-414625.1-84",0.757273774929704,0.358241870071422,0.078155502702219,0.0694553570440197,0.902415640655726,0.00714093054072899
"MG1655-lcl-NC-000913.3-cds-NP-414626.1-85",0.757273774929704,0.621448848126377,0.331391839883984,0.541883532493068,1.50389525720757,0.83891543737392
"MG1655-lcl-NC-000913.3-cds-NP-414627.1-86",1.22567548318898,1.39020708243973,1.03993840632044,0.358754446613533,1.46647737508903,0.820157366773819
"MG1655-lcl-NC-000913.3-cds-NP-414628.1-87",1.51268933045,1.11394590343028,0.8959597475102,1.19983093428843,1.66208655406467,0.691216218382103
"MG1655-lcl-NC-000913.3-cds-NP-414629.1-88",0.688585740517283,0.829614548493297,1.03513783870254,0.650779006925148,2.11517532409726,0.875407880076708
"MG1655-lcl-NC-000913.3-cds-NP-414630.1-89",0.992763544883208,0.829614548493297,1.28129635074443,0.757438600283777,0.737543852529853,0.885312725749915
"MG1655-lcl-NC-000913.3-cds-NP-414631.1-90",1.13890698651174,0.730938566397735,0.271258967568708,0.431413222980553,0.666369182555113,0.00476628173351919
"MG1655-lcl-NC-000913.3-cds-NP-414632.1-91",1.13890698651174,0.430817380430484,1.03031411442539,0.830574100144715,0.748843807672579,0.00476628173351919
"MG1655-lcl-NC-000913.3-cds-NP-414633.1-92",1.13890698651174,1.18226728202756,0.873588588440048,0.705530163662309,1.52385822419195,1.52500967725321
"MG1655-lcl-NC-000913.3-cds-NP-414634.1-93",0.938883683630707,0.96147198577325,1.00087267442105,0.520744246935444,1.10117858654812,0.603727681052919
"MG1655-lcl-NC-000913.3-cds-NP-414635.1-94",0.688585740517283,0.875526177257417,0.844901945704767,0.562585183969255,1.7081413739105,0.140193365339361
"MG1655-lcl-NC-000913.3-cds-NP-414636.1-95",1.85303642751285,2.14466777863889,2.02074042086431,2.26123615231163,2.7870656044323,2.49229143417403
"MG1655-lcl-NC-000913.3-cds-NP-414637.1-96",3.15732113149767,2.92077026696419,3.29732277947228,3.00051465795533,2.63912642369924,3.02403139754437
"MG1655-lcl-NC-000913.3-cds-NP-414638.1-97",1.85303642751285,1.99530853977096,2.0646603556317,2.22303543904142,3.05120517522676,3.07264121694825
"MG1655-lcl-NC-000913.3-cds-NP-414639.2-98",0.821545487377688,0.195078033017571,0.740710714010751,0.238793075043825,0.808809320545303,0.669439805983414
"MG1655-lcl-NC-000913.3-cds-NP-414640.1-99",2.65075904809611,2.57797409596876,2.25217939827196,2.80224978866512,1.89111728834009,0.96303165072485
"MG1655-lcl-NC-000913.3-cds-NP-414641.1-100",0.132392981761919,0.4984802160794,0.0906075525925836,0.0178213045639973,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414643.1-101",0.249289689891916,0,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414644.1-102",0.614829388018621,0.102288422666795,0.196204275997599,0.0860907730498448,0.795736802898494,0.992680352229045
"MG1655-lcl-NC-000913.3-cds-NP-414645.1-103",0.132392981761919,0.102288422666795,0.0134575050787267,0.0525385157459276,0.653530108841398,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-YP-009518737.1-104",0,0,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414646.1-105",0.938883683630707,0.730938566397735,0.369561098232282,0.846124808068059,0.68341725812328,1.01370397391978
"MG1655-lcl-NC-000913.3-cds-NP-414648.1-106",0,0.102288422666795,0,0.0353305631833968,0,0.00950995374717008
"MG1655-lcl-NC-000913.3-cds-NP-414649.1-107",0.132392981761919,0.279984071370135,0.660026742472786,0,0.148281294480355,0.737974728833179
"MG1655-lcl-NC-000913.3-cds-NP-414650.1-108",0.535196747074363,0,0,0,0,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414651.1-109",0.35394057747873,0.358241870071422,0.0655464421059182,0.210061286741596,0.662479059266916,2.53692690817908
"MG1655-lcl-NC-000913.3-cds-NP-414652.1-110",0.614829388018621,0.4984802160794,0.797219694449091,0.876519028227337,0.866290201226092,1.29712619654122
"MG1655-lcl-NC-000913.3-cds-NP-414653.1-111",0.35394057747873,0.829614548493297,0.301777330934454,0.371236805949458,0.312763352011993,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414654.1-112",0.821545487377688,0.279984071370135,0.0398410924268057,0.10245397422213,0,0.362665990070352
"MG1655-lcl-NC-000913.3-cds-NP-414655.1-113",0.35394057747873,0.102288422666795,0.0906075525925836,0.731821154890074,2.53174056180703,2.74023586065322
"MG1655-lcl-NC-000913.3-cds-NP-414656.1-114",3.68708112787517,3.68318950760789,3.84197989463613,3.62677636332261,3.24419818274872,3.56668756445603
"MG1655-lcl-NC-000913.3-cds-NP-414657.1-115",3.0493238252254,3.0253847624839,3.03987809315535,2.95661644197045,2.2689364290297,1.27667848771828
"MG1655-lcl-NC-000913.3-cds-NP-414658.1-116",3.21009940375354,3.33723234569534,3.08858155024563,3.13039164418818,3.12318743353596,3.01785862118724
"MG1655-lcl-NC-000913.3-cds-NP-414659.1-117",0.35394057747873,0.279984071370135,0.0134575050787267,0,0.208800136581751,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414660.1-118",3.82896907765856,3.83839000628782,3.63725213296735,3.91951422812878,3.60586951178191,3.84068516173325
"MG1655-lcl-NC-000913.3-cds-NP-414661.2-119",0.992763544883208,0.96147198577325,0.331391839883984,0.552287927071344,0,0.490443157954053
"MG1655-lcl-NC-000913.3-cds-NP-414662.1-120",0.535196747074363,0.56185350295817,0.360154496419942,0.678529249645773,0.0276928323922689,2.18898354514013
"MG1655-lcl-NC-000913.3-cds-NP-414663.1-121",1.41445668565747,0.56185350295817,0.667004694723901,0.562585183969255,1.59645358135777,0.0212716099200483
"MG1655-lcl-NC-000913.3-cds-NP-414664.4-122",0,0.195078033017571,0,0,0.00107941119106865,0
"MG1655-lcl-NC-000913.3-cds-NP-414665.1-123",0.35394057747873,0,0.138920817947536,0.180479500621769,1.14885788846676,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414666.1-124",0.535196747074363,0.621448848126377,0.150643031048579,0.280399817244908,0.847957303220794,1.6058672207315
"MG1655-lcl-NC-000913.3-cds-NP-414667.4-125",1.22567548318898,1.27672218186777,1.15729081242448,1.2628061581397,1.40109008822289,1.01196878885946
"MG1655-lcl-NC-000913.3-cds-NP-414668.1-126",0.35394057747873,0.430817380430484,0.369561098232282,0.962523205504648,2.0627634349642,1.29123271408542
"MG1655-lcl-NC-000913.3-cds-NP-414669.1-127",0.688585740517283,0.829614548493297,0.52530333915218,0.838379681866428,0.725592126233586,1.1087292300297
"MG1655-lcl-NC-000913.3-cds-NP-414670.1-128",0.821545487377688,0.430817380430484,0.0527763606177154,0.252855215724728,0.663035718537523,0.00476628173351919
"MG1655-lcl-NC-000913.3-cds-NP-414671.1-129",0.881934630630464,0.430817380430484,0.624387363267906,0.63184157555288,0.00215765850980184,1.26326100654081
"MG1655-lcl-NC-000913.3-cds-NP-414672.1-130",0.249289689891916,0,0,0.0525385157459276,0.362834225635049,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414673.1-131",0.249289689891916,0.358241870071422,0.0267363079393733,0.165353845649827,0.426859294830151,0.198664195437094
"MG1655-lcl-NC-000913.3-cds-NP-414674.1-132",0.35394057747873,0.195078033017571,0.0398410924268057,0.10245397422213,0.00107941119106865,0
"MG1655-lcl-NC-000913.3-cds-NP-414675.1-133",0.535196747074363,1.49211573902898,0.476035972570505,0.562585183969255,0.780018855072241,0.937166908077726
"MG1655-lcl-NC-000913.3-cds-NP-414676.1-134",0.938883683630707,0.4984802160794,0.476035972570505,0.650779006925148,0.00107941119106865,1.35422602490093
"MG1655-lcl-NC-000913.3-cds-NP-414677.1-135",0,0,0,0,0.00215765850980184,0
"MG1655-lcl-NC-000913.3-cds-NP-414678.1-136",0,0,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414679.1-137",0,0,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414680.4-138",0,0.102288422666795,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414681.1-139",0,0,0,0,0.209676229815904,0.00476628173351919
"MG1655-lcl-NC-000913.3-cds-NP-414682.1-140",0,0.102288422666795,0,0.0525385157459276,0.364335805090466,0.00714093054072899
"MG1655-lcl-NC-000913.3-cds-NP-414683.1-141",0,0,0,0,0,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414684.1-142",0.132392981761919,0,0.0527763606177154,0.0178213045639973,0.445708927067049,0.00476628173351919
"MG1655-lcl-NC-000913.3-cds-NP-414685.4-143",0.757273774929704,0.677691459160055,1.42474369880336,0.830574100144715,1.28529802611679,1.31267442711567
"MG1655-lcl-NC-000913.3-cds-NP-414686.3-144",0.249289689891916,0.195078033017571,0.809355095609503,0.149995886997289,0.475013933116781,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414687.1-145",1.04388818523578,0.96147198577325,0.92860520875418,1.14985220787649,0.468950985790037,1.38039732253487
"MG1655-lcl-NC-000913.3-cds-NP-414688.1-146",1.63024952511152,1.39020708243973,1.38823228257855,1.69071161947563,1.15602165561419,0.0189303195821433
"MG1655-lcl-NC-000913.3-cds-NP-414689.4-147",0.132392981761919,0.102288422666795,0.0134575050787267,0.266722351620992,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414690.4-148",0.614829388018621,0.430817380430484,0.207277470358314,0.266722351620992,2.14330302930767,0.565113621409247
"MG1655-lcl-NC-000913.3-cds-NP-414691.1-149",0,0,0.609768192332364,0.950932684861309,0,0
"MG1655-lcl-NC-000913.3-cds-YP-010051172.1-150",1.09252573314569,0.919422132722718,0,0.506521781151337,0.784957304742733,0.89901673139651
"MG1655-lcl-NC-000913.3-cds-NP-414692.1-151",0.249289689891916,0.430817380430484,0.0655464421059182,0.118553726131508,1.22433603273419,0.828537756755676
"MG1655-lcl-NC-000913.3-cds-NP-414693.1-152",0,0,0.0527763606177154,0.118553726131508,0.475013933116781,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414694.1-153",0.132392981761919,0,0,0,0.00215765850980184,0.621848454368636
"MG1655-lcl-NC-000913.3-cds-NP-414695.1-154",0.44866977770626,0.195078033017571,0.0527763606177154,0,1.18846129489783,0.0142312295351975
"MG1655-lcl-NC-000913.3-cds-NP-414696.1-155",1.63024952511152,1.04061217088584,0.965391622901865,0.982916247152704,1.61165497014172,1.50346521791889
"MG1655-lcl-NC-000913.3-cds-YP-010051173.1-156",0,0,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414697.1-157",0.881934630630464,0.195078033017571,0.301777330934454,0.371236805949458,0.255880498325084,1.12514719875656
"MG1655-lcl-NC-000913.3-cds-YP-009518738.1-158",0,0,0,0,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414698.1-159",0.132392981761919,0.621448848126377,0.138920817947536,0.0860907730498448,1.83393904031281,0.619279789697641
"MG1655-lcl-NC-000913.3-cds-NP-414699.1-160",0,0,0.0134575050787267,0.0694553570440197,0.511934767037787,0.0625036929486748
"MG1655-lcl-NC-000913.3-cds-NP-414700.1-161",0.44866977770626,0.279984071370135,0.602377672767124,0,0.122818575806948,1.62439405355651
"MG1655-lcl-NC-000913.3-cds-NP-414701.1-162",1.18323203627953,1.11394590343028,0.809355095609503,0.891376586172872,0.233900311338498,0.833740059036266
"MG1655-lcl-NC-000913.3-cds-NP-414702.1-163",0.249289689891916,0.358241870071422,0.687651072448397,0.906016624951165,0.30642384045473,1.03853156979712
"MG1655-lcl-NC-000913.3-cds-NP-414703.1-164",1.13890698651174,1.49211573902898,1.40831266703658,1.27794923643643,2.4118074354887,1.31588343541726
"MG1655-lcl-NC-000913.3-cds-NP-414704.4-165",1.37944437472835,1.07795111612231,1.11820792090506,0.592855640661479,0.718773075508717,0.677964850029616
"MG1655-lcl-NC-000913.3-cds-NP-414705.1-166",0.35394057747873,0.195078033017571,0.388112939956413,0.63184157555288,0.54816529213393,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414706.2-167",0,0.279984071370135,0.0527763606177154,0.0525385157459276,0.0181933894465387,0
"MG1655-lcl-NC-000913.3-cds-NP-414708.1-168",1.41445668565747,1.76586560696382,1.85720968156434,1.73291004220887,1.00672734446793,0.43942815166687
"MG1655-lcl-NC-000913.3-cds-NP-414709.1-169",0.821545487377688,0.730938566397735,0.424214978862577,0.774159426653371,1.04467328846062,0.735688007655468
"MG1655-lcl-NC-000913.3-cds-NP-414710.1-170",1.09252573314569,0.875526177257417,0.572256977640258,1.27794923643643,1.14267640384437,1.73774214891359
"MG1655-lcl-NC-000913.3-cds-NP-414711.1-171",2.71837565729641,2.74341046967205,3.10511278421681,2.93583380565008,3.0876222051427,3.00196118673268
"MG1655-lcl-NC-000913.3-cds-NP-414712.1-172",2.5565119191478,2.0659745659499,2.35628392660847,2.18331727159486,2.1246394061549,1.4852401611566
"MG1655-lcl-NC-000913.3-cds-NP-414713.1-173",0.881934630630464,0.919422132722718,1.35384207419387,1.29286641842602,0.558721569807625,1.06605360083045
"MG1655-lcl-NC-000913.3-cds-NP-414714.1-174",1.60212958760756,1.64873815688299,1.62493479835937,1.83839320854733,1.34669664389581,0.816996525167011
"MG1655-lcl-NC-000913.3-cds-NP-414715.1-175",0.821545487377688,0.56185350295817,0.415310922059049,0.488173063850524,0.671348635767027,0.637123406852703
"MG1655-lcl-NC-000913.3-cds-NP-414716.1-176",0.44866977770626,0.358241870071422,0.239779835705156,0.660114913806246,0.0371028844197609,1.42216527206335
"MG1655-lcl-NC-000913.3-cds-NP-414717.2-177",0.821545487377688,0.621448848126377,0.52530333915218,0.552287927071344,0.163069936385719,0
"MG1655-lcl-NC-000913.3-cds-NP-414718.1-178",1.34316158499686,1.14868995562935,0.970538073616974,1.11508909046606,1.62429051047073,1.667686569391
"MG1655-lcl-NC-000913.3-cds-NP-414719.1-179",2.52301329822234,2.6336390683422,2.65488158560091,2.71688482941686,3.31276434500446,2.33025878741967
"MG1655-lcl-NC-000913.3-cds-NP-414720.1-180",1.13890698651174,1.36302026634118,1.64605440016953,1.06056782719619,1.45545226726558,0.0142312295351975
"MG1655-lcl-NC-000913.3-cds-NP-414721.1-181",1.54340021922458,1.49211573902898,1.66929270003898,1.34104201921109,2.58059643922799,2.25474877641909
"MG1655-lcl-NC-000913.3-cds-NP-414722.1-182",0.881934630630464,0.677691459160055,1.05420336618509,0.562585183969255,0.440855999438115,0.00238598054426708
"MG1655-lcl-NC-000913.3-cds-NP-414723.1-183",0.688585740517283,1.0018247702185,0.476035972570505,1.0417128741984,0.823136684603102,1.59961454027433
"MG1655-lcl-NC-000913.3-cds-NP-414724.1-184",0.535196747074363,0.4984802160794,0.196204275997599,0.358754446613533,0.00107941119106865,1.08075236134645
"MG1655-lcl-NC-000913.3-cds-NP-414725.1-185",0.614829388018621,0.102288422666795,0.424214978862577,0.419664153162974,1.56466204319355,1.23309311852972
"MG1655-lcl-NC-000913.3-cds-NP-414726.1-186",1.30551263066631,1.62781023633318,0.680816200986068,0.602745538814429,1.49594231784313,1.07831752268397
"MG1655-lcl-NC-000913.3-cds-NP-414727.1-187",1.13890698651174,1.58459278088951,1.12262666335362,1.45641083640846,2.06810267249212,2.0110741622375
"MG1655-lcl-NC-000913.3-cds-NP-414728.1-188",0.688585740517283,1.36302026634118,1.06360152970324,1.16117645307007,1.20898030618294,0.0118733779442293
"MG1655-lcl-NC-000913.3-cds-NP-414729.4-189",0.44866977770626,0.730938566397735,0.162229424439994,0.0178213045639973,0,0
"MG1655-lcl-NC-000913.3-cds-NP-414730.1-190",0.249289689891916,0.358241870071422,0.102906453994595,0.731821154890074,1.07535362735934,0.743668758589812
"MG1655-lcl-NC-000913.3-cds-NP-414731.2-191",0,0.195078033017571,0.138920817947536,0.149995886997289,0.46012798461112,0.00950995374717008
